zip,year,estimated_deaths,death_rate_per_1000,median_income,percent_65_plus,percent_no_hs,percent_bachelor_or_higher,percent_white_non_hispanic,percent_black,percent_hispanic
75134.0,2021.0,162,8.03,65114.0,9.40086228257099,27.965893252439123,20.75920308272526,7.483026909162992,65.76639080231924,24.991327617820502
75134.0,2022.0,149,7.38,65114.0,9.40086228257099,27.965893252439123,20.75920308272526,7.483026909162992,65.76639080231924,24.991327617820502
75137.0,2011.0,114,5.7,81160.0,15.180132913606156,26.483379931655797,28.176452314383347,22.4404137310748,37.66052066156998,37.73047519112577
75137.0,2012.0,114,5.7,81160.0,15.180132913606156,26.483379931655797,28.176452314383347,22.4404137310748,37.66052066156998,37.73047519112577
75137.0,2013.0,119,5.95,81160.0,15.180132913606156,26.483379931655797,28.176452314383347,22.4404137310748,37.66052066156998,37.73047519112577
75137.0,2014.0,122,6.1,81160.0,15.180132913606156,26.483379931655797,28.176452314383347,22.4404137310748,37.66052066156998,37.73047519112577
75137.0,2015.0,124,6.2,81160.0,15.180132913606156,26.483379931655797,28.176452314383347,22.4404137310748,37.66052066156998,37.73047519112577
75137.0,2016.0,126,6.3,81160.0,15.180132913606156,26.483379931655797,28.176452314383347,22.4404137310748,37.66052066156998,37.73047519112577
75137.0,2017.0,129,6.45,81160.0,15.180132913606156,26.483379931655797,28.176452314383347,22.4404137310748,37.66052066156998,37.73047519112577
75137.0,2018.0,131,6.55,81160.0,15.180132913606156,26.483379931655797,28.176452314383347,22.4404137310748,37.66052066156998,37.73047519112577
75137.0,2019.0,130,6.5,81160.0,15.180132913606156,26.483379931655797,28.176452314383347,22.4404137310748,37.66052066156998,37.73047519112577
75137.0,2020.0,157,7.84,81160.0,15.180132913606156,26.483379931655797,28.176452314383347,22.4404137310748,37.66052066156998,37.73047519112577
75137.0,2021.0,161,8.04,81160.0,15.180132913606156,26.483379931655797,28.176452314383347,22.4404137310748,37.66052066156998,37.73047519112577
75137.0,2022.0,147,7.35,81160.0,15.180132913606156,26.483379931655797,28.176452314383347,22.4404137310748,37.66052066156998,37.73047519112577
75141.0,2011.0,26,5.76,45213.0,6.47450110864745,35.36026655560183,8.746355685131196,6.14190687361419,45.43237250554324,46.89578713968957
75141.0,2012.0,26,5.76,45213.0,6.47450110864745,35.36026655560183,8.746355685131196,6.14190687361419,45.43237250554324,46.89578713968957
75141.0,2013.0,27,5.99,45213.0,6.47450110864745,35.36026655560183,8.746355685131196,6.14190687361419,45.43237250554324,46.89578713968957
75141.0,2014.0,27,5.99,45213.0,6.47450110864745,35.36026655560183,8.746355685131196,6.14190687361419,45.43237250554324,46.89578713968957
75141.0,2015.0,28,6.21,45213.0,6.47450110864745,35.36026655560183,8.746355685131196,6.14190687361419,45.43237250554324,46.89578713968957
75141.0,2016.0,28,6.21,45213.0,6.47450110864745,35.36026655560183,8.746355685131196,6.14190687361419,45.43237250554324,46.89578713968957
75141.0,2017.0,29,6.43,45213.0,6.47450110864745,35.36026655560183,8.746355685131196,6.14190687361419,45.43237250554324,46.89578713968957
75141.0,2018.0,29,6.43,45213.0,6.47450110864745,35.36026655560183,8.746355685131196,6.14190687361419,45.43237250554324,46.89578713968957
75141.0,2019.0,29,6.43,45213.0,6.47450110864745,35.36026655560183,8.746355685131196,6.14190687361419,45.43237250554324,46.89578713968957
75141.0,2020.0,35,7.76,45213.0,6.47450110864745,35.36026655560183,8.746355685131196,6.14190687361419,45.43237250554324,46.89578713968957
75141.0,2021.0,36,7.98,45213.0,6.47450110864745,35.36026655560183,8.746355685131196,6.14190687361419,45.43237250554324,46.89578713968957
75141.0,2022.0,33,7.32,45213.0,6.47450110864745,35.36026655560183,8.746355685131196,6.14190687361419,45.43237250554324,46.89578713968957
75146.0,2011.0,137,5.69,68001.0,8.742579600647598,27.894558972625887,24.53531598513011,10.701980156918095,67.44987338619288,18.90489435011831
75146.0,2012.0,137,5.69,68001.0,8.742579600647598,27.894558972625887,24.53531598513011,10.701980156918095,67.44987338619288,18.90489435011831
75146.0,2013.0,144,5.98,68001.0,8.742579600647598,27.894558972625887,24.53531598513011,10.701980156918095,67.44987338619288,18.90489435011831
75146.0,2014.0,147,6.1,68001.0,8.742579600647598,27.894558972625887,24.53531598513011,10.701980156918095,67.44987338619288,18.90489435011831
75146.0,2015.0,149,6.19,68001.0,8.742579600647598,27.894558972625887,24.53531598513011,10.701980156918095,67.44987338619288,18.90489435011831
75146.0,2016.0,152,6.31,68001.0,8.742579600647598,27.894558972625887,24.53531598513011,10.701980156918095,67.44987338619288,18.90489435011831
75146.0,2017.0,155,6.43,68001.0,8.742579600647598,27.894558972625887,24.53531598513011,10.701980156918095,67.44987338619288,18.90489435011831
75146.0,2018.0,157,6.52,68001.0,8.742579600647598,27.894558972625887,24.53531598513011,10.701980156918095,67.44987338619288,18.90489435011831
75146.0,2019.0,156,6.48,68001.0,8.742579600647598,27.894558972625887,24.53531598513011,10.701980156918095,67.44987338619288,18.90489435011831
75146.0,2020.0,189,7.85,68001.0,8.742579600647598,27.894558972625887,24.53531598513011,10.701980156918095,67.44987338619288,18.90489435011831
75146.0,2021.0,194,8.05,68001.0,8.742579600647598,27.894558972625887,24.53531598513011,10.701980156918095,67.44987338619288,18.90489435011831
75146.0,2022.0,177,7.35,68001.0,8.742579600647598,27.894558972625887,24.53531598513011,10.701980156918095,67.44987338619288,18.90489435011831
75149.0,2011.0,337,5.68,64858.0,10.976739485607451,30.7896174863388,13.043715846994536,24.890940021222484,23.826447255394047,46.975796264169375
75149.0,2012.0,339,5.71,64858.0,10.976739485607451,30.7896174863388,13.043715846994536,24.890940021222484,23.826447255394047,46.975796264169375
75149.0,2013.0,354,5.96,64858.0,10.976739485607451,30.7896174863388,13.043715846994536,24.890940021222484,23.826447255394047,46.975796264169375
75149.0,2014.0,362,6.1,64858.0,10.976739485607451,30.7896174863388,13.043715846994536,24.890940021222484,23.826447255394047,46.975796264169375
75149.0,2015.0,367,6.18,64858.0,10.976739485607451,30.7896174863388,13.043715846994536,24.890940021222484,23.826447255394047,46.975796264169375
