zip,total_population,median_income,percent_65_plus,percent_no_hs,percent_bachelor_or_higher,percent_white_non_hispanic,percent_black,percent_hispanic
75076,8536,71910,19.634489222118088,29.353694277340736,19.62054604349838,86.41049671977507,0.0,4.0768509840674785
75077,39853,120254,14.54846561112087,14.65227197101342,49.73934262579953,68.87812711715556,7.0408752164203445,12.420645873585427
75078,40513,178254,7.886357465504899,10.106618386642527,65.40333936833636,63.87826129884234,7.163132821563449,10.280650655345198
75080,52184,86341,12.216388164954775,12.092640637853572,57.01765487565652,53.65629311666411,8.506438755173999,21.251724666564463
75081,36493,88161,13.59438796481517,13.810178817056396,44.248378856356844,46.37601731838983,20.513523141424383,18.02811498095525
75082,29386,108869,12.233716735860614,7.044609665427509,66.46840148698885,51.10596882869394,9.351391819233648,8.749064180221874
75087,40201,124583,14.758339344792418,11.929519416190873,50.451847090407234,70.94102136762767,4.537200567150071,16.98713962339245
75088,27143,101995,14.438345061341781,23.16008316008316,34.53222453222453,56.10286261651255,15.908337324540398,20.111999410529418
75089,34974,119332,9.266883970949849,20.810210876803552,41.07828908050883,37.66798192943329,25.681935151827073,22.1850517527306
75090,25788,56323,13.595470761594541,31.265356265356264,14.183046683046681,50.18613308515588,10.82674111990073,33.06576702342174
75092,26588,62741,19.62915601023018,21.392581475128644,30.06539451114923,75.25951557093425,6.15315179780352,8.917556792537987
75093,47069,121360,17.973613206144172,9.126331284093862,69.61064450024533,58.48860183985213,8.035012428562323,9.30761222885551
75094,23370,152461,10.278134360290972,13.612828994678555,53.717819646195885,46.71373555840822,9.246897732135215,2.879760376551134
75098,65655,112198,8.9284898332191,17.329206171244728,41.02951570840138,54.268524864823696,11.81478942959409,18.221003731627448
75101,668,50455,16.766467065868262,41.88861985472155,7.506053268765134,36.52694610778443,24.550898203592812,36.67664670658682
75102,1877,65850,13.425679275439531,15.270164447924826,15.113547376664057,79.11561001598295,1.7048481619605753,14.970697922216303
75103,16372,67878,21.964329342780356,31.505133984472828,19.400617747725185,85.79281700464207,1.2765697532372344,8.398485218666016
75104,49291,84760,11.10547564464101,22.200821777092962,28.97727272727273,17.364224706335843,49.481649794080056,26.20762410987807
75105,154,-666666666,7.792207792207792,42.5,37.5,77.92207792207793,20.77922077922078,1.2987012987012987
75109,4466,73021,18.696820420958353,32.85847011458656,19.41777640136265,76.95924764890282,1.2987012987012987,19.637259292431704
75110,31008,51048,15.208978328173375,25.310121963932037,16.10028145522777,41.06037151702787,14.157636738906088,35.67788957688339
75114,7123,96484,10.72581777341008,23.763231799524736,17.908835601641822,62.36136459357012,5.461182086199635,29.48195984837849
75115,56012,81895,15.371706062986505,22.653453017174286,29.97457583147408,9.89966435763765,66.60001428265372,18.46925658787403
75116,20145,57245,16.515264333581534,29.62192962192962,19.288519288519286,22.164308761479276,26.37379002233805,46.64184661206255
75117,4576,93373,12.15034965034965,24.8014440433213,14.83754512635379,83.10751748251748,4.567307692307692,8.347902097902098
75119,29509,77225,12.375885323121759,26.428116372902956,19.494584837545126,48.280185706055775,8.343217323528416,41.89908163611102
75124,5822,76013,19.975953280659567,26.108764519535377,20.19535374868004,86.00137409824804,1.013397457918241,10.735142562693232
75125,6920,63684,13.901734104046243,21.809369951534734,11.100853911839373,27.38439306358382,8.988439306358382,62.32658959537572
75126,67852,101456,6.580498732535518,18.161761140474226,34.3402996654221,49.456169309673996,23.092908094087132,21.16665684136061
75127,1781,58330,31.723750701852893,33.64779874213836,14.858490566037736,90.84783829309376,0.2807411566535654,4.098820887142055
75132,0,-666666666,,,,,,
75134,20179,65114,9.40086228257099,27.965893252439123,20.75920308272526,7.483026909162992,65.76639080231924,24.991327617820506
75135,8515,88369,12.119788608338226,27.230396721922144,23.728813559322035,69.58308866705814,3.875513799177922,19.541984732824428
75137,20013,81160,15.180132913606156,26.483379931655794,28.176452314383347,22.440413731074802,37.66052066156998,37.73047519112577
75140,7933,44091,18.441951342493383,32.78271918678526,13.831911417680159,73.2257657884785,0.5294340098323459,24.366570023950587
75141,4510,45213,6.47450110864745,35.36026655560183,8.746355685131196,6.14190687361419,45.43237250554324,46.895787139689574
75142,22756,75072,13.534891896642643,35.375945213297186,12.498216578684548,54.45157321146071,4.143962031991562,38.17454737212164
75143,14584,64178,20.467635765222163,31.883487502460145,16.748671521354062,83.62589138782226,0.4662643993417444,13.027975863960506
75144,3883,60154,21.246458923512748,26.763717805151177,22.247107129525943,62.45171259335566,21.941797579191345,11.07391192377028
75146,24089,68001,8.742579600647598,27.894558972625887,24.53531598513011,10.701980156918095,67.44987338619288,18.90489435011831
75147,8239,49167,17.25937613788081,30.223592906707786,15.246723207401697,84.3184852530647,1.954120645709431,11.967471780555892
75148,6143,57917,26.72961093928048,26.89732142857143,20.379464285714285,73.22155298713983,9.099788377014487,9.327690053719682
75149,59371,64858,10.976739485607451,30.7896174863388,13.043715846994536,24.890940021222484,23.826447255394047,46.975796264169375
75150,63895,66265,13.163784333672432,28.834098425391186,18.62135347253073,27.344862665310277,20.64011268487362,47.52797558494405
75152,5859,81772,8.619218296637651,31.87928669410151,18.655692729766805,60.77828981054787,1.8774534903567162,35.04010923365762
75153,568,95066,9.683098591549296,22.48803827751196,37.08133971291866,99.29577464788733,0.0,0.7042253521126761
75154,48510,95035,11.364667078952793,25.62783171521036,29.113268608414238,42.11090496804783,30.461760461760463,24.131106988249844
75155,3142,56912,12.2533418204965,37.561509021323126,8.091853471842537,33.95926161680458,7.352005092297899,57.161043921069385
75156,16262,52464,20.969130488254827,30.804501875781575,15.723218007503126,84.74972328126921,1.8755380641987456,8.873447300455048
75157,216,-666666666,24.074074074074073,39.53488372093023,4.651162790697675,74.07407407407408,6.018518518518518,6.018518518518518
75158,6202,88125,12.786198000644951,26.40059494298463,21.963311849281112,78.76491454369558,2.2412125120928734,13.576265720735247
75159,22751,69301,13.129093226671355,28.140806561859193,13.656869446343132,33.91499274757154,14.315854248164916,47.63307107379895
75160,25964,67102,16.20320443691265,31.20558976788252,19.765513974419708,48.2013557233092,18.25989832075181,31.220150978277616
75161,6468,74932,17.25417439703154,37.16460513796385,10.732635585156993,73.08286951144095,2.5664811379097094,19.434137291280148
75163,2540,54741,29.251968503937007,18.81091617933723,19.639376218323587,71.10236220472441,12.401574803149607,7.913385826771653
75164,430,52736,44.18604651162791,49.096385542168676,0.0,86.9767441860465,2.7906976744186047,3.7209302325581395
75165,48970,83970,14.090259342454564,23.427573062261754,27.36340533672173,55.913824790688174,14.629364917296304,25.01939963242802
75166,5762,123653,8.781673030197847,18.208399787347158,34.55608718766614,56.265185699409926,13.81464769177369,17.92780284623395
75167,13421,117254,9.239251918634976,20.770461819844535,33.493369913123,65.8222189106624,8.911407495715668,19.78243051933537
75169,15361,56445,19.53648850986264,25.9895227008149,13.766006984866122,79.45446260009113,4.667664865568648,13.299915370093093
75172,5378,63003,12.16065451840833,26.964028776978417,6.762589928057554,22.220156191892897,29.15582000743771,47.95462997396802
75173,9296,96636,9.15447504302926,31.047909260199763,17.96174030810902,63.919965576592084,3.205679862306368,28.087349397590362
75180,27050,57827,9.704251386321626,29.871024292511894,8.114199849737041,16.80221811460259,28.273567467652494,54.28096118299446
75181,27980,107734,8.473909935668335,24.85631295964403,22.408998207774548,18.17012151536812,33.5096497498213,36.812008577555396
75182,7873,152632,14.556077734027689,12.573213588442014,59.68371729793049,55.18861933189382,12.625428680299757,6.668360218468182
75189,38261,114068,8.977810302919421,26.435667555124787,27.8491236572167,62.792399571365095,8.747811087007658,24.25969002378401
75201,17985,102891,6.232971921045316,8.341831531715277,69.36569447277178,60.906310814567696,12.210175145954963,14.217403391715319
75202,2421,113843,8.79801734820322,6.285178236397748,69.8405253283302,62.37092110698058,8.839322593969435,20.487401900041306
75203,16265,43376,11.374116200430372,28.751342380162058,18.373523381821734,8.570550261297264,34.00553335382724,55.47494620350446
75204,31627,88142,5.147500553324691,6.562385433215202,70.42649395087376,55.67711132892782,13.735099756537137,20.36867233692731
75205,25212,180698,11.649214659685864,2.900302114803625,85.38435716683452,79.8508646676186,1.7491670633031888,9.201967317150563
75206,38432,84784,7.022793505412156,5.690382354974763,74.23425292124732,62.76019983347211,9.200666111573689,15.029142381348876
75207,8029,88655,2.1048698468053306,14.257397706357072,31.20487045164944,36.4678042097397,32.27051936729356,23.875949682401295
75208,29992,75699,12.476660442784743,16.27039627039627,39.10489510489511,32.515337423312886,5.781541744465191,58.268871699119764
75209,14208,116477,14.660754504504506,9.991780071239383,70.618321307882,69.97466216216216,11.409065315315315,12.887105855855857
75210,8750,26822,10.765714285714285,38.08691854116619,4.957414282594453,2.2285714285714286,51.69142857142857,44.17142857142857
75211,73948,53614,9.920484664899659,26.492099957803926,13.216747151765201,10.364039595391356,9.109103694488018,78.59036079407151
75212,27045,47089,10.419670918838971,28.676092544987146,14.582262210796914,4.448141985579589,24.588648548715106,68.0199667221298
75214,34015,115304,11.950610024988976,6.968259759211966,70.777088653776,70.8099367925915,6.982213729237101,17.06012053505806
75215,18950,39486,10.680738786279683,32.185398265942794,17.20281986873025,11.361477572559368,63.2928759894459,22.6754617414248
75216,55085,33889,13.551783607152581,36.59446450060169,8.35740072202166,3.0298629390941274,49.85386221294363,45.82917309612417
75217,87154,49841,7.430525277095716,32.13626014863181,5.335280725117058,5.795488445739725,17.60447024806664,75.12334488376897
75218,21393,104026,17.089702239050155,11.942508173462464,61.88390598976004,61.55751881456551,5.730846538587389,28.31299957930164
75219,24797,86826,10.118159454772755,6.379500985529542,71.22734483919042,55.94225107875953,11.674799370891641,19.034560632334557
75220,40327,56849,7.682198031095792,24.586173320350536,21.267445634534244,23.413593870111836,4.049396186177995,69.91841694150321
75223,13174,66875,10.740853195688477,22.308856045618526,24.368672175026184,18.7186883254896,11.917413086382268,65.55336268407468
75224,35903,50061,11.08263933376041,30.031545741324923,14.465975664713834,9.208144166225663,25.90869843745648,63.69941230537838
75225,21965,180181,23.646710676075575,4.475613643608543,83.84443736053554,90.81265649897564,0.5007967220578192,3.3143637605281127
75226,5108,67612,5.618637431480032,18.77403846153846,35.19230769230769,41.19028974158183,23.98198903680501,30.657791699295224
75227,58315,54743,9.256623510246078,27.977720651242503,12.793487574978576,8.539826802709422,27.5160764811798,62.42133241876018
75228,68472,55848,9.866806869961446,28.634928345882926,19.16929803254797,21.386844257506716,19.074950344666433,56.25219067648089
75229,32885,117083,11.193553291774364,14.97155858930603,49.64277588168373,51.634483807206934,1.9218488672647103,38.80188535806599
75230,26503,109589,25.48390748217183,8.38465641821444,67.13544444983269,73.50488623929367,7.519903407161453,11.542089574765122
75231,39158,50603,9.46677562694724,23.22843733169193,34.58490420866354,26.160682363757086,24.11001583329077,35.747484549772715
75232,33333,52739,20.29820298202982,33.83451795152178,21.008747949699288,5.589055890558906,49.98649986499865,43.524435244352446
75233,15876,61750,11.778785588309399,25.224251594077597,21.895601426564358,9.952128999748048,30.032753842277653,57.96800201562107
75234,33838,85105,12.766711980613513,19.297776589582497,37.51281023036136,31.547372776168803,6.60795555292866,51.628346829008805
75235,18936,57744,6.606463878326996,16.636127653076805,41.54069323560849,28.237220109843687,13.688212927756654,46.47232784114914
75236,18249,45739,9.036111567757137,22.269767441860466,19.274418604651164,9.167625623321825,42.0954572853307,44.62162310263576
75237,19530,38552,5.360983102918587,32.98095324888362,16.55882620978766,2.3655913978494625,78.28981054787506,18.018433179723502
75238,32180,71352,12.666252330640148,16.78471575023299,51.113699906803355,51.292728402734625,16.861404599129894,22.846488502175262
75240,26058,51607,7.4219049811957944,23.21004623266275,32.32537798325628,20.58868677565431,17.637577711259496,58.48875585232942
75241,33081,45356,13.602974517094404,30.76401665536942,12.210709789871212,5.1056497687494335,64.7108612194311,26.232580635410052
75243,63047,47319,10.163846019636145,23.194034117983417,33.088725817211476,22.63232191856869,44.88873380176693,21.1048900026964
75244,12734,109440,15.297628396419036,8.053191489361703,68.9468085106383,57.71949112611905,8.386995445264645,19.224124391393122
75246,2265,42429,15.673289183222957,20.17353579175705,21.85466377440347,37.74834437086093,23.929359823399558,32.36203090507726
75247,992,18750,32.056451612903224,17.94871794871795,11.928651059085842,28.528225806451612,43.95161290322581,23.387096774193548
75248,37282,98584,18.04624215439086,9.163969598894505,64.66053311029492,64.04162866798991,9.650769808486668,16.76143983691862
75249,17853,79162,8.5867921357755,27.012471655328795,28.86432350718065,7.914636195597378,48.38402509382176,39.05226012434885
75251,3801,85294,8.787161273349119,7.197943444730077,61.32941608520015,38.25309129176532,40.93659563272823,14.627729544856615
75252,27541,77147,17.43945390508696,9.238886953058888,64.31380357409527,51.918957191096915,11.76064776151919,14.509277077811264
75253,24411,51642,5.509811150710745,27.403690514729682,8.991583036581417,16.078816926795298,12.998238499037317,69.56699848428987
75254,24316,70901,8.804902122059548,14.492315139779741,49.90923393440639,34.458792564566544,21.67708504688271,33.43888797499589
75261,0,-666666666,,,,,,
75270,0,-666666666,,,,,,
75287,52240,60256,9.615237366003063,15.680236018736576,47.32020392846976,36.04326186830015,23.899310872894333,28.625574272588057
75390,0,-666666666,,,,,,
